Recipient	pg_14682_TAS	pg_14687_TAS	pg_14689_TAS	pg_14690_TAS	pg_14693_TAS	pg_14702_TAS	pg_14709_TAS	pg_14711_TAS	pg_14712_TAS	pg_14718_TAS	pg_14720_TAS	pg_14725_VIC	pg_14735_VIC	pg_14747_VIC	pg_14749_VIC	pg_14753_VIC	pg_14755_VIC	pg_14756_VIC	pg_14757_VIC	pg_14758_VIC	pg_14759_VIC	pg_14761_VIC	pg_14762_VIC	pg_14763_VIC	pg_14764_VIC	pg_14766_VIC	pg_14767_VIC	pg_14768_VIC	pg_14769_VIC	pg_14770_VIC	pg_14771_VIC	pg_14776_VIC	pg_14777_VIC	pg_14778_VIC	pg_14779_VIC	pg_14781_VIC	pg_14783_VIC	pg_14784_VIC	pg_14785_VIC	pg_14786_VIC	pg_14787_VIC	pg_14789_VIC	pg_14790_VIC	pg_14791_VIC	pg_14792_VIC	pg_14793_VIC	pg_14796_VIC	pg_14798_VIC	pg_14799_VIC	pg_14800_VIC	pg_14810_VIC	pg_14812_VIC	pg_14814_VIC	pg_14815_VIC	pg_14818_VIC	pg_15516_CHI	pg_15518_CHI	pg_15520_CHI	pg_15529_CHI	pg_15535_CHI	pg_15537_CHI	pg_15538_CHI	pg_15541_CHI	pg_15545_CHI	pg_15546_CHI	pg_15547_CHI	pg_15550_CHI	pg_15551_CHI	pg_15552_CHI	pg_15556_CHI	pg_15559_CHI	pg_15560_CHI	pg_15562_CHI	pg_15563_CHI	pg_15565_CHI	pg_15567_CHI	pg_15571_CHI	pg_15575_CHI	pg_15578_CHI	pg_15579_CHI	pg_15581_CHI	pg_15586_CHI	pg_15588_CHI	pg_15595_CHI	pg_15603_CHI	pg_15605_CHI	pg_15606_CHI	pg_15609_CHI	pg_15611_CHI	pg_15905_NZN	pg_15906_NZN	pg_15907_NZN	pg_15909_NZN	pg_15910_NZN	pg_15911_NZN	pg_15912_NZN	pg_15913_NZN	pg_15915_NZN	pg_15916_NZN	pg_15917_NZN	pg_15918_NZN	pg_15920_NZN	pg_15921_NZN	pg_15923_NZN	pg_15924_NZN	pg_15926_NZN	pg_15927_NZN	pg_15928_NZN	pg_15929_NZN	pg_15930_NZN	pg_15931_NZN	pg_15932_NZN	pg_15934_NZN	pg_15937_NZN	pg_15938_NZN	pg_15940_NZN	pg_15942_NZN	pg_15943_NZN	pg_15944_NZN	pg_15946_NZN	pg_15948_NZN	pg_15949_NZN	pg_15950_NZN	pg_15951_NZN	pg_15952_NZN	pg_15953_NZN	pg_15954_NZN	pg_15955_NZN	pg_15957_NZN	pg_15958_NZN	pg_15959_NZN	pg_15963_NZN	pg_15975_NZN	pg_15980_NZN	pg_15981_NZN	pg_15982_NZN	pg_15984_NZN	pg_15986_NZN	pg_15987_NZN	pg_15988_NZN	pg_15991_NZN	pg_15993_NZN	pg_15995_NZN	pg_15997_NZN	pg_16000_NZS	pg_16002_NZS	pg_16003_NZS	pg_16009_NZS	pg_16010_NZS	pg_16012_NZS	pg_16022_NZS	pg_16025_NZS	pg_16034_NZS	pg_16037_NZS	pg_16039_NZS	pg_16040_NZS	pg_16042_NZS	pg_16043_NZS	pg_16045_NZS	pg_16046_NZS	pg_16056_NZS	pg_16057_NZS	pg_16067_NZS	pg_16068_NZS	pg_16069_NZS	pg_16070_NZS	pg_16073_NZS	pg_16074_NZS	pg_16075_NZS	pg_16076_NZS	pg_16077_NZS	pg_16078_NZS	pg_16079_NZS	pg_16080_NZS	pg_16081_NZS	pg_16084_NZS	pg_16089_NZS	pg_16091_NZS	pg_16092_NZS	pg_16093_NZS	pg_16094_NZS	pg_16096_NZS	pg_16097_NZS	pg_16099_NZS	pg_16100_NZS	pg_16101_NZS	pg_16104_NZS	pg_16106_NZS	pg_16107_NZS	pg_16108_NZS	pg_16111_NZS	pg_16112_NZS	pg_16113_NZS	pg_16114_NZS	pg_16115_NZS	pg_16116_NZS	pg_16117_NZS	pg_16119_NZS	pg_16122_NZS	pg_16123_NZS	pg_16124_NZS	pg_16126_NZS	pg_16128_NZS	pg_16130_NZS	pg_16131_NZS	pg_16132_NZS	pg_16134_NZS	pg_16135_NZS	pg_16138_PHO	pg_16139_PHO	pg_16140_PHO	pg_16141_PHO	pg_16142_CHI	pg_17204_CAM	pg_17206_NZS	pg_17208_NZS
pg_14720_TAS	12878	13487	10457	11491	12862	13730	11979	10416	12698	8916	0	14005	14017	11376	12637	10363	12284	12903	13049	13650	12990	10858	11339	8141	9543	10547	13097	10973	14171	13626	13746	11967	13656	14223	10364	13945	12280	11021	11977	11924	13674	12647	11681	11259	10594	11438	12905	10918	11650	12524	13166	12341	11439	13401	13554	11620	13509	12915	12938	13688	14414	8364	12791	9727	10127	9362	11342	7111	11536	11802	9714	10545	9005	8675	8918	9700	12638	10148	8471	12633	14352	13610	14212	13486	9112	12353	10488	9978	11755	13542	11028	11278	11402	10421	9895	12787	10447	14293	12466	12935	13835	12294	14258	13303	14483	13325	13313	12403	12973	12631	12957	13559	13560	13364	11364	13681	14427	12780	11300	11776	13505	14039	14039	8091	12289	9864	12467	12144	12672	12629	11078	10687	13373	10647	11512	10872	14083	13502	9951	10484	10095	12663	12232	14117	13314	9259	11837	12079	13983	11682	13138	13055	13310	12771	10629	13051	10063	9789	14422	10130	11729	14265	13515	10833	13737	14157	13717	12423	12750	14211	12148	14435	11617	13526	13630	12347	11584	11278	13137	12508	12412	11804	14313	11004	13960	11396	14353	11105	13585	13354	12712	13440	13606	12432	13952	13222	13583	13164	13892	14433	12408	14435	12566	14368	13726	14219	13329	13198	12495	11989	11748	12899	14268	11922	10832	14449
pg_14725_VIC	14417	14746	14177	14285	14569	14684	14348	14201	14964	13992	14018	0	14729	14283	14663	14144	14348	14409	14520	14578	14455	14198	14323	13980	14069	14180	14427	14175	14785	14643	14611	14283	14657	14806	14096	14781	14497	14170	14279	14302	14610	14423	14418	14166	14114	14223	14530	14127	14173	14425	14631	14438	14241	14766	14650	14352	14651	14674	14518	14855	14923	14058	14603	14230	14183	14135	14259	13952	14330	14561	14082	14173	14112	14033	14132	14136	14555	14299	14035	14564	14932	14840	14767	14592	14079	14661	14361	14181	14251	14789	14262	14169	14360	14211	14176	14551	14236	14831	14446	14553	15006	14405	14821	14541	14905	14603	14559	14415	14526	14441	14520	14722	14615	14618	14273	14743	14904	14569	14280	14331	14633	14753	14814	14017	14406	14131	14441	14409	14469	14465	14271	14206	14613	14201	14192	14161	14830	14660	14124	14162	14142	14417	14301	14791	14594	14076	14365	14390	14730	14395	14663	14516	14576	14582	14183	14467	14106	14075	14834	14068	14361	14807	14649	14167	14674	14774	14712	14477	14413	14794	14327	14969	14523	14587	14635	14417	14256	14311	14545	14439	14390	14371	14824	14238	14733	14317	14818	14189	14621	14652	14519	14685	14716	14462	14756	14518	14657	14486	14712	14897	14427	14893	14440	14856	14796	14874	14647	14626	14475	14436	14366	14500	14859	14277	14201	14835
pg_14735_VIC	14498	14709	14230	14309	14536	14697	14368	14213	14869	14070	14031	14730	0	14325	14615	14223	14386	14507	14541	14644	14494	14257	14295	14056	14101	14199	14499	14237	14781	14671	14647	14333	14628	14823	14154	14768	14489	14235	14334	14354	14644	14443	14371	14268	14213	14283	14526	14253	14306	14445	14642	14487	14289	14723	14648	14381	14672	14642	14575	14821	14916	14114	14607	14239	14233	14143	14356	14035	14399	14528	14187	14250	14149	14125	14161	14213	14560	14317	14097	14546	14933	14793	14782	14639	14151	14621	14356	14200	14353	14745	14303	14291	14375	14236	14196	14514	14242	14868	14462	14587	14940	14420	14833	14601	14931	14638	14627	14471	14566	14474	14527	14739	14678	14635	14317	14749	14885	14571	14328	14382	14656	14786	14814	14074	14484	14167	14472	14432	14506	14497	14301	14263	14640	14252	14327	14243	14822	14687	14213	14226	14175	14493	14401	14860	14607	14144	14380	14415	14744	14378	14633	14547	14587	14572	14245	14586	14203	14162	14883	14179	14395	14838	14685	14234	14667	14808	14751	14488	14481	14836	14384	14961	14475	14606	14660	14468	14343	14323	14561	14484	14476	14388	14860	14248	14757	14337	14874	14268	14644	14654	14539	14685	14716	14469	14763	14575	14672	14553	14753	14887	14438	14916	14460	14883	14786	14869	14635	14615	14492	14438	14394	14527	14868	14364	14247	14857
pg_14747_VIC	13594	14038	12446	12920	13654	14129	13030	12385	14006	11634	11387	14278	14320	0	13573	12328	13171	13541	13660	13996	13516	12502	12924	11507	12046	12401	13667	12562	14457	14037	14079	13122	14097	14430	12363	14376	13398	12626	13158	13110	14065	13508	13078	12749	12359	12779	13632	12489	12870	13452	13830	13361	12848	14017	13939	13147	14091	13779	13726	14266	14651	11659	13728	12288	12314	12016	12764	11095	13016	13193	12032	12396	11979	11602	11921	11986	13548	12407	11591	13567	14607	14138	14425	13967	11780	13502	12505	12252	12990	14112	12681	12709	12916	12397	12183	13538	12427	14532	13423	13694	14442	13282	14483	13908	14644	13916	13893	13360	13671	13470	13622	14044	14001	13863	12792	14165	14613	13608	12766	13026	13975	14392	14373	11419	13283	12125	13418	13182	13490	13413	12664	12573	13915	12492	12802	12448	14379	14100	12109	12288	12234	13459	13294	14465	13893	11790	12974	13101	14298	12982	13812	13757	13897	13616	12386	13733	12118	12021	14587	12155	12995	14493	14051	12508	14134	14459	14175	13489	13549	14443	13263	14654	13132	14030	14058	13280	12884	12793	13758	13369	13346	13121	14537	12726	14279	12889	14559	12702	14090	13934	13685	13934	14101	13444	14264	13768	14053	13802	14239	14657	13342	14621	13463	14610	14200	14518	14002	13864	13440	13185	13030	13610	14568	12986	12602	14600
pg_14749_VIC	14235	14160	13236	13766	14043	14399	13787	13240	13795	12922	12648	14661	14612	13575	0	13152	13787	14029	14044	14343	14218	13703	13677	12893	13225	13113	14366	13588	14726	14321	14497	13797	14558	14621	13467	14530	13733	13557	14242	13979	14471	14242	13604	13730	13301	13661	14020	13664	14031	14043	14116	13816	13884	14138	14431	14036	14526	14195	14459	14369	14832	12899	14268	13303	13536	13157	13789	12552	13954	13514	13277	13420	13286	12913	13051	13193	14024	13096	12922	13997	14631	14207	14707	14414	12880	13760	13076	13275	14093	14244	13346	13885	13499	13339	13150	14042	13192	14677	14006	14111	14353	13975	14712	14410	14775	14309	14320	13918	14148	14072	14119	14276	14453	14299	13649	14398	14717	14055	13568	13737	14392	14660	14586	12745	13985	13044	13993	13793	14039	13977	13398	13878	14399	13443	14030	13664	14577	14433	13284	13320	13476	14113	14300	14742	14334	13036	13631	13810	14703	13679	14062	14378	14390	13947	13330	14453	13379	13312	14807	13403	13566	14751	14440	13638	14518	14771	14425	14093	14254	14722	14286	14652	13442	14566	14463	13922	13679	13553	14250	13950	13898	13721	14736	13715	14529	13556	14765	13801	14416	14249	14183	14188	14346	13972	14433	14284	14385	14485	14575	14802	14023	14759	14096	14779	14323	14640	14364	14223	13930	13685	13605	14079	14729	13879	13568	14764
pg_14753_VIC	13347	13810	11783	12484	13393	13953	12653	11787	13568	10923	10374	14143	14221	12329	13153	0	12663	13140	13275	13765	13360	12139	12444	10541	11296	11661	13485	12033	14365	13851	13904	12639	13965	14352	11751	14199	12973	12096	12844	12756	13897	13272	12651	12214	11706	12300	13264	11963	12462	13119	13559	12927	12413	13753	13889	12739	13935	13510	13548	14083	14596	10817	13480	11617	11713	11349	12359	10058	12600	12759	11357	11846	11305	10814	11165	11357	13263	11727	10801	13261	14517	13940	14305	13858	10983	13142	11911	11680	12599	13887	12142	12237	12413	11820	11489	13316	11808	14418	13054	13427	14214	12929	14402	13699	14579	13692	13685	13032	13451	13187	13345	13843	13853	13694	12332	13980	14535	13304	12248	12588	13783	14228	14242	10512	12963	11354	13086	12793	13183	13141	12100	12189	13727	11886	12466	12045	14278	13861	11500	11737	11662	13150	13015	14303	13700	11104	12623	12718	14221	12668	13522	13549	13690	13299	11824	13509	11562	11388	14524	11543	12590	14419	13856	12001	14002	14359	13957	13170	13271	14343	13006	14542	12645	13883	13890	12864	12435	12344	13501	13000	12950	12633	14450	12274	14126	12344	14453	12256	13851	13631	13306	13722	13929	13049	14088	13536	13882	13625	14104	14580	13049	14523	13162	14527	13948	14419	13768	13621	13059	12717	12543	13299	14435	12623	12049	14537
pg_14755_VIC	13743	14166	12777	13273	13810	14219	13350	12851	14228	12422	12296	14346	14384	13173	13788	12663	0	13539	13685	14009	13793	13021	13286	12312	12587	12772	13825	13011	14511	14132	14179	13319	14213	14487	12806	14421	13638	13002	13513	13474	14169	13748	13378	13053	12753	13114	13745	12933	13243	13598	14001	13558	13225	14137	14145	13477	14242	13993	14010	14436	14706	12505	13997	12963	12925	12717	13240	12122	13436	13569	12705	12925	12753	12446	12641	12710	13807	12970	12430	13864	14685	14274	14473	14131	12539	13843	13073	12863	13352	14228	13053	13104	13245	12893	12756	13775	12891	14563	13623	13870	14549	13537	14554	14032	14675	14015	14006	13570	13841	13688	13816	14156	14116	14043	13167	14273	14660	13773	13139	13359	14121	14424	14463	12310	13533	12670	13660	13424	13695	13667	13071	13166	14087	12933	13273	12992	14487	14170	12734	12856	12820	13647	13606	14505	14013	12534	13387	13402	14382	13404	13965	13886	14004	13792	12903	13951	12774	12671	14654	12741	13326	14555	14142	12954	14222	14493	14240	13664	13722	14517	13649	14679	13486	14178	14160	13455	13190	13153	13901	13543	13478	13300	14577	13157	14310	13144	14562	13147	14112	14048	13782	14069	14211	13579	14343	13906	14179	13956	14316	14701	13653	14650	13659	14624	14289	14569	14079	13989	13600	13373	13283	13725	14576	13352	12999	14636
pg_14756_VIC	13972	14320	13221	13594	14051	14333	13702	13319	14419	12971	12917	14409	14506	13545	14031	13142	13540	0	13901	14212	13980	13446	13626	12896	13081	13250	14064	13397	14612	14287	14315	13626	14355	14592	13233	14511	13892	13391	13815	13780	14328	14006	13759	13451	13212	13483	13988	13374	13596	13876	14175	13826	13562	14295	14283	13859	14389	14217	14218	14576	14804	13064	14191	13419	13387	13210	13646	12774	13747	13851	13201	13384	13270	13018	13189	13212	14074	13412	13002	14080	14745	14409	14558	14281	13081	14104	13502	13324	13695	14354	13491	13487	13623	13337	13246	14027	13328	14645	13928	14071	14669	13842	14622	14218	14743	14204	14213	13877	14070	13957	14031	14303	14270	14214	13534	14393	14730	14031	13515	13675	14271	14536	14553	12905	13807	13182	13929	13726	13955	13902	13454	13589	14291	13385	13640	13455	14587	14344	13250	13338	13298	13870	13853	14609	14235	13068	13690	13700	14515	13759	14152	14125	14178	14030	13351	14126	13262	13182	14708	13242	13690	14643	14314	13383	14349	14580	14358	13909	13966	14594	13906	14754	13766	14323	14290	13785	13563	13583	14126	13855	13745	13670	14647	13604	14396	13534	14654	13546	14286	14239	14051	14236	14352	13847	14447	14119	14296	14150	14422	14753	13916	14706	13899	14708	14411	14650	14271	14173	13860	13707	13631	13975	14656	13685	13402	14706
pg_14757_VIC	14077	14387	13357	13728	14124	14403	13758	13449	14429	13179	13062	14521	14541	13664	14047	13277	13687	13901	0	14252	14064	13591	13739	13078	13288	13353	14148	13548	14644	14315	14352	13744	14440	14625	13417	14596	13968	13525	13960	13889	14353	14097	13828	13601	13368	13606	14030	13504	13738	13995	14228	13918	13716	14322	14363	13950	14452	14253	14310	14584	14814	13229	14279	13528	13533	13380	13742	12948	13867	13916	13373	13497	13425	13212	13323	13356	14143	13484	13181	14148	14749	14435	14582	14332	13216	14125	13555	13502	13822	14376	13545	13636	13700	13468	13378	14058	13463	14687	13955	14157	14662	13929	14651	14305	14781	14276	14229	13961	14133	14013	14090	14376	14352	14269	13652	14442	14719	14088	13631	13777	14316	14562	14568	13095	13958	13345	14022	13821	14010	13973	13567	13771	14351	13535	13752	13585	14630	14398	13406	13456	13423	14026	14003	14658	14264	13248	13800	13816	14588	13850	14208	14212	14271	14066	13460	14248	13413	13341	14736	13420	13808	14690	14378	13509	14400	14641	14402	14061	14080	14656	14032	14740	13859	14389	14353	13867	13690	13635	14186	13918	13850	13756	14683	13694	14472	13654	14706	13670	14347	14270	14144	14301	14402	13961	14458	14163	14374	14256	14472	14767	14012	14745	14024	14728	14453	14688	14326	14209	13937	13800	13701	14064	14722	13764	13535	14738
pg_14758_VIC	14273	14550	13834	14043	14352	14547	14062	13890	14711	13661	13664	14579	14644	14001	14346	13767	14011	14213	14252	0	14279	13942	14089	13630	13752	13785	14277	13876	14716	14492	14506	14053	14538	14722	13829	14692	14244	13893	14153	14130	14510	14309	14155	13954	13808	13977	14274	13891	14049	14257	14429	14191	14049	14515	14526	14225	14589	14468	14429	14695	14885	13735	14458	13955	13938	13853	14056	13562	14146	14273	13796	13908	13885	13706	13824	13787	14346	13931	13691	14365	14855	14608	14690	14474	13718	14395	14009	13922	14101	14596	13949	13972	14080	13905	13853	14316	13918	14765	14245	14366	14837	14207	14745	14442	14839	14463	14447	14220	14352	14289	14326	14584	14497	14460	14027	14624	14832	14356	14055	14100	14490	14705	14712	13668	14238	13815	14212	14160	14283	14221	13938	14047	14484	13917	14052	13944	14717	14565	13824	13863	13862	14247	14197	14775	14436	13743	14053	14134	14666	14125	14426	14404	14448	14330	13883	14371	13840	13797	14780	13795	14071	14760	14572	13930	14559	14747	14585	14318	14301	14713	14203	14867	14212	14493	14509	14161	14030	14052	14400	14221	14154	14099	14781	13994	14605	14061	14776	13978	14513	14447	14362	14504	14567	14236	14636	14382	14535	14426	14609	14868	14188	14836	14281	14797	14624	14785	14545	14454	14245	14132	14106	14307	14807	14083	13953	14790
pg_14759_VIC	13962	14428	13352	13616	14122	14389	13739	13403	14658	13026	13001	14453	14492	13520	14219	13360	13793	13979	14062	14278	0	13312	13671	12971	13139	13368	14011	13404	14584	14330	14335	13686	14331	14615	13281	14591	14009	13436	13702	13749	14315	13945	13831	13483	13330	13541	14123	13372	13566	13950	14275	13954	13583	14414	14247	13742	14340	14243	14152	14598	14793	13065	14183	13425	13337	13214	13592	12838	13715	13998	13192	13394	13182	13097	13237	13238	14096	13527	13030	14118	14800	14524	14565	14293	13120	14206	13630	13363	13624	14471	13565	13433	13749	13381	13261	14061	13392	14692	13925	14142	14800	13841	14646	14180	14779	14235	14238	13917	14109	13954	14076	14407	14288	14222	13581	14456	14734	14091	13531	13734	14299	14525	14620	12955	13817	13257	13893	13791	13966	13952	13539	13434	14266	13435	13469	13371	14614	14337	13193	13294	13236	13955	13767	14620	14226	13068	13707	13775	14472	13712	14255	14077	14212	14139	13416	14098	13227	13145	14685	13219	13746	14618	14362	13343	14372	14597	14454	13959	13921	14616	13753	14836	13958	14252	14310	13856	13588	13612	14158	13943	13885	13745	14656	13485	14502	13648	14693	13464	14347	14277	14109	14329	14423	13931	14521	14158	14331	14087	14465	14761	13853	14755	13943	14714	14502	14691	14318	14202	13949	13799	13755	14062	14709	13624	13451	14696
pg_14761_VIC	13394	14137	12099	12600	13551	14098	12955	12163	14174	11355	10866	14194	14253	12503	13702	12135	13018	13442	13586	13937	13309	0	12559	10816	11286	12263	13485	12216	14367	14043	14007	12851	13975	14448	11882	14312	13363	12324	12699	12801	13999	13285	12984	12445	12140	12572	13587	12174	12533	13217	13816	13268	12440	14071	13798	12626	13893	13653	13469	14310	14574	11110	13521	11844	11890	11525	12559	10671	12516	13240	11681	12117	11358	11304	11490	11584	13501	12199	11118	13547	14655	14234	14383	13842	11493	13593	12583	11851	12515	14132	12457	12230	12759	12069	11778	13435	12161	14526	13173	13588	14551	13062	14449	13683	14630	13776	13795	13229	13600	13344	13544	14029	13897	13817	12553	14138	14607	13538	12543	12865	13942	14289	14325	10986	13042	11904	13207	13049	13374	13338	12547	11991	13803	12202	12390	12135	14360	13961	11696	12052	11673	13269	12795	14321	13710	11372	12903	12965	14164	12833	13869	13497	13700	13598	12234	13444	11747	11580	14525	11769	12967	14442	13918	11966	14022	14325	14101	13217	13204	14407	12809	14690	13106	13842	13944	13139	12634	12510	13625	13254	13175	12809	14468	12344	14227	12597	14500	12293	13957	13867	13375	13979	14082	13189	14289	13652	13964	13488	14165	14599	13121	14617	13190	14569	14209	14487	13848	13734	13243	12937	12760	13456	14490	12798	12167	14577
pg_14762_VIC	13623	14137	12457	12909	13621	14151	13167	12424	13976	11792	11352	14321	14292	12925	13677	12444	13285	13624	13736	14086	13670	12560	0	11526	11964	12486	13758	12660	14430	14113	14158	13109	14098	14478	12299	14328	13397	12652	13213	13161	14143	13501	13109	12785	12487	12931	13682	12673	13045	13417	13879	13451	12910	14086	14072	13046	14055	13763	13830	14311	14670	11665	13726	12191	12297	12014	12941	11266	13065	13316	12179	12584	11906	11765	11924	12253	13630	12566	11692	13633	14650	14221	14478	14021	11955	13614	12670	12276	13129	14164	12740	12853	12947	12428	12241	13617	12477	14536	13412	13762	14418	13343	14542	13941	14677	13951	13949	13406	13747	13543	13690	14089	14083	13949	12909	14181	14642	13644	12861	13135	14010	14363	14397	11605	13380	12250	13490	13291	13560	13548	12773	12653	13974	12622	12968	12649	14427	14075	12279	12484	12283	13537	13295	14421	13904	11920	13126	13212	14343	13064	13898	13713	13921	13687	12577	13857	12349	12224	14624	12342	13103	14515	14056	12603	14148	14431	14159	13449	13575	14517	13281	14656	13227	14019	14109	13364	12951	12811	13806	13423	13381	13081	14537	12712	14303	12842	14556	12762	14065	14002	13554	14064	14136	13360	14318	13833	14110	13823	14273	14644	13421	14629	13457	14586	14229	14508	13927	13885	13446	13182	13060	13650	14529	13165	12579	14626
pg_14763_VIC	12898	13636	10707	11559	13002	13768	12069	10680	13241	9265	8143	13969	14044	11498	12884	10532	12302	12885	13066	13618	12961	10806	11516	0	9571	10847	13039	10951	14195	13659	13711	11976	13667	14220	10464	14043	12523	11115	11952	12004	13655	12682	11999	11274	10699	11450	12995	10849	11477	12561	13265	12454	11405	13538	13565	11725	13566	13037	12944	13875	14429	8721	12837	10094	10286	9658	11370	7483	11526	12164	9877	10654	9291	8976	9407	9722	12803	10480	8733	12833	14429	13774	14204	13522	9373	12714	11071	10339	11584	13694	11283	11147	11646	10682	10277	12897	10769	14299	12552	13038	14063	12358	14270	13292	14472	13351	13367	12516	13052	12729	12987	13657	13547	13376	11508	13759	14466	12918	11449	11935	13533	14040	14081	8448	12329	10224	12598	12259	12739	12702	11374	10616	13409	10782	11430	10883	14127	13552	10042	10649	10145	12723	12180	14091	13347	9500	12067	12143	13993	12034	13287	13066	13360	12966	10852	12974	10078	9775	14402	10197	12015	14283	13598	10798	13773	14147	13744	12610	12735	14226	12108	14466	12059	13528	13613	12409	11662	11509	13160	12590	12510	12037	14312	11206	13956	11666	14333	11184	13596	13409	12868	13525	13728	12517	13990	13218	13618	13147	13890	14469	12515	14458	12630	14410	13824	14295	13407	13314	12620	12180	11928	12968	14275	11921	10975	14460
pg_14764_VIC	13105	13804	11313	12029	13181	13879	12438	11398	13679	10292	9553	14067	14098	12046	13224	11295	12586	13078	13285	13749	13138	11288	11963	9582	0	11403	13187	11524	14249	13772	13829	12325	13791	14320	11098	14147	12862	11604	12274	12320	13805	12879	12366	11809	11360	11935	13275	11504	11984	12786	13464	12768	11896	13746	13688	12182	13737	13330	13215	14065	14511	10066	13209	11018	11129	10646	11963	9360	12053	12724	10839	11425	10393	10218	10508	10798	13136	11402	10078	13168	14520	13973	14284	13668	10513	13133	11810	11038	12057	13867	11852	11706	12197	11378	11077	13156	11442	14384	12859	13269	14282	12687	14344	13465	14542	13559	13538	12846	13265	12986	13247	13813	13676	13573	12045	13945	14524	13184	11988	12360	13701	14164	14207	9891	12706	11066	12880	12646	13005	12984	11919	11395	13601	11435	11937	11552	14241	13752	10915	11380	10877	12968	12479	14203	13513	10496	12443	12522	14068	12353	13508	13247	13487	13259	11549	13203	10953	10726	14462	11013	12414	14349	13681	11423	13857	14224	13887	12877	12921	14298	12425	14580	12518	13658	13771	12725	12120	11900	13329	12897	12760	12305	14399	11648	14082	12024	14421	11682	13743	13591	13071	13702	13837	12785	14097	13413	13777	13297	14008	14524	12824	14502	12847	14469	14001	14361	13582	13461	12911	12531	12333	13187	14386	12327	11513	14503
pg_14766_VIC	13335	13721	11686	12473	13326	13898	12680	11862	13315	10949	10558	14175	14194	12400	13111	11659	12770	13246	13348	13780	13364	12263	12485	10856	11402	0	13476	12124	14356	13807	13964	12569	14027	14311	11827	14146	12846	12087	13045	12857	13928	13302	12588	12316	11796	12333	13279	12142	12716	13124	13426	12866	12596	13648	13899	12863	13946	13503	13688	14029	14617	11015	13517	11716	11929	11497	12523	10267	12810	12611	11566	11977	11481	11037	11286	11546	13254	11721	10984	13188	14448	13835	14327	13794	11109	13040	11782	11776	12819	13823	12145	12419	12360	11833	11506	13237	11812	14392	13118	13422	14078	13022	14400	13681	14583	13665	13627	13024	13386	13179	13351	13826	13842	13681	12348	13915	14526	13269	12281	12573	13767	14221	14209	10712	13015	11398	12978	12780	13185	13110	12022	12429	13730	11900	12690	12200	14281	13844	11618	11820	11866	13176	13185	14333	13718	11162	12501	12723	14253	12583	13384	13588	13752	13201	11895	13624	11720	11590	14527	11703	12454	14408	13851	12161	13999	14393	13921	13170	13378	14370	13158	14494	12511	13885	13887	12890	12458	12348	13523	13057	12879	12613	14431	12223	14097	12367	14442	12311	13865	13617	13338	13652	13868	13018	14071	13580	13875	13682	14073	14547	13062	14510	13170	14482	13879	14395	13736	13591	13044	12678	12472	13246	14411	12722	12107	14532
pg_14767_VIC	13973	14546	13492	13691	14212	14431	13775	13529	14873	13118	13109	14425	14497	13671	14367	13485	13825	14063	14146	14275	14010	13489	13759	13049	13188	13478	0	13451	14589	14376	14313	13722	14301	14661	13359	14610	14147	13500	13614	13740	14307	13950	13904	13509	13428	13558	14184	13396	13496	13976	14341	13975	13573	14562	14338	13815	14372	14308	14118	14719	14799	13232	14213	13572	13463	13365	13661	13006	13717	14182	13258	13515	13278	13205	13364	13354	14161	13679	13187	14187	14859	14683	14596	14282	13276	14353	13861	13478	13571	14594	13716	13446	13875	13579	13470	14171	13615	14738	14016	14213	14953	13926	14694	14219	14831	14295	14259	14032	14212	14029	14182	14524	14317	14311	13688	14536	14806	14222	13733	13820	14347	14588	14639	13130	13939	13431	13944	13936	14058	14029	13705	13460	14294	13488	13525	13452	14655	14401	13374	13447	13400	14004	13685	14638	14262	13277	13829	13903	14473	13862	14414	14138	14253	14279	13520	14064	13326	13255	14665	13278	13896	14640	14397	13440	14407	14593	14523	14075	13941	14597	13711	14911	14147	14198	14381	13938	13724	13769	14177	13997	13950	13904	14711	13525	14551	13803	14727	13462	14379	14345	14174	14433	14513	14017	14586	14196	14425	14079	14493	14796	13907	14788	14024	14744	14615	14767	14377	14333	14097	13977	13940	14151	14731	13734	13533	14722
pg_14768_VIC	13349	14024	12097	12615	13525	14004	12842	12052	14125	11324	10986	14175	14236	12565	13590	12034	13012	13397	13547	13875	13405	12220	12662	10961	11526	12128	13452	0	14363	13939	13941	12737	13924	14423	11902	14293	13243	12214	12733	12793	13922	13219	12907	12374	12040	12472	13517	12142	12482	13179	13764	13160	12479	14008	13905	12804	13923	13666	13532	14270	14610	11354	13572	12028	11994	11693	12525	10849	12662	13199	11680	12195	11561	11351	11651	11766	13453	12247	11232	13434	14618	14159	14348	13866	11523	13513	12553	11990	12619	14087	12466	12338	12759	12191	11905	13469	12182	14491	13197	13566	14496	13077	14430	13718	14624	13768	13735	13216	13558	13292	13514	14027	13914	13791	12606	14116	14616	13538	12575	12862	13867	14309	14335	11195	13069	11866	13226	13042	13340	13286	12480	12196	13827	12187	12473	12202	14352	13964	11879	12082	11897	13273	12914	14374	13756	11602	12853	12969	14205	12832	13792	13531	13763	13601	12170	13482	11793	11675	14515	11833	12873	14450	13953	12158	14016	14344	14094	13293	13272	14398	12925	14672	13095	13815	13899	13115	12666	12638	13605	13242	13159	12893	14475	12350	14194	12649	14492	12282	13924	13823	13475	13931	14064	13219	14226	13622	13950	13572	14185	14634	13167	14602	13227	14572	14189	14473	13841	13714	13306	13028	12879	13492	14483	12774	12264	14559
